Crop Type,Crop Season,Farm Size (acres),Soil Type,Region,Labor Cost Per Day,Labor Availability,Water Availability,Pesticide Type,Fertilizer Type,Fertilizers Used,Land Preparation,Seeds,Fertilizers,Pesticides,Irrigation,Labor,Machinery,Transportation,Miscellaneous,Total Cost
Brinjal,Transitional,1.84,Peat,Kerala,554,High,Low,Chemical,Vermicompost,"DAP, Urea, Gypsum, Vermicompost",7314,3376,6755,3680,5145,10194,5590,2622,1671,46347
Chili,Harvest,4.52,Peat,Uttar Pradesh,488,Moderate,Low,Organic,Ammonium Sulfate,"Bone Meal, Vermicompost",15987,8638,20164,5424,16855,26469,10446,4262,4448,112693
Chili,Autumn,4.55,Clay,Haryana,486,High,High,Chemical,Ammonium Sulfate,"Phosphate, DAP, Compost, Bio-fertilizers",17531,8317,19752,9100,14255,24324,12358,6165,3308,115110
Ginger,Zaid,6.82,Loam,Tamil Nadu,589,High,High,Chemical,Potash,Green Manure,23174,10298,31345,13640,18407,60255,23086,9255,5790,195250
Carrot,Monsoon,2.42,Sandy,Chhattisgarh,481,Moderate,Low,Organic,Compost,"Green Manure, Bone Meal",9290,3770,9520,2904,9624,16296,9610,1948,1667,64629
Lettuce,Late Kharif,2.16,Sandy,Gujarat,464,Moderate,Low,Chemical,Compost,"Bio-fertilizers, Potash, DAP, Ammonium Sulphate",7573,3393,9275,4320,6337,11025,5067,2968,1920,51878
Pumpkin,Post-Rabi,6.9,Silt,Andhra Pradesh,315,Low,Low,Organic,Urea,"Zinc Sulphate, Ammonium Sulphate, Compost",25012,13020,24488,8280,20769,30429,19596,9184,4237,155015
Radish,Monsoon,2.42,Sandy,Chhattisgarh,481,Moderate,Low,Organic,NPK,"Green Manure, Bone Meal",9290,3770,9520,2904,9624,16296,9610,1948,1667,64629
Chili,Post-Rabi,2.98,Clay,Haryana,450,High,High,Chemical,Compost,"NPK, Urea, Phosphate, DAP",9706,6383,14244,5960,11610,20115,11798,2420,2396,84632
Chili,Kharif,0.84,Sandy,West Bengal,432,Low,High,Chemical,Potash,"Bone Meal, Green Manure, Bio-fertilizers",2162,1718,3618,1680,3263,5443,2698,855,454,21891
Ginger,Post-Rabi,1.08,Clay,Gujarat,414,High,Moderate,Organic,DAP,"Green Manure, Ammonium Sulphate, Urea, Lime",4028,1833,4512,1296,3723,6707,3350,896,1035,27380
Spinach,Pre-Kharif,4.79,Peat,Punjab,318,Moderate,High,Organic,Vermicompost,Potash,13776,10476,21119,5748,17675,15232,14490,4196,3492,106204
Ginger,Winter,5.06,Clay,Maharashtra,319,Low,Moderate,Organic,Ammonium Sulfate,Lime,14659,11319,23418,6072,14492,16141,17062,4680,5035,112878
Brinjal,Post-Rabi,1.33,Silt,West Bengal,295,Moderate,Moderate,Chemical,Potash,"Ammonium Sulphate, Bone Meal, Compost",5123,2951,5015,2660,5301,5493,4644,1725,991,33903
Onion,Dry,4.5,Clay,Andhra Pradesh,535,High,Moderate,Chemical,Urea,"Ammonium Sulphate, Zinc Sulphate, Calcium Nitrate, Gypsum",15246,9324,19719,9000,16560,24075,10674,5620,2336,112554
Cauliflower,Winter,5.06,Clay,Maharashtra,319,Low,Moderate,Organic,Compost,Lime,14659,11319,23418,6072,14492,16141,17062,4680,5035,112878
Onion,Late Kharif,7.5,Peat,Kerala,376,Low,Moderate,Chemical,Compost,Urea,20302,11258,29752,15000,29392,33840,15682,7178,5708,168112
Lettuce,Late Kharif,5.29,Sandy,Bihar,387,High,High,Organic,Vermicompost,"DAP, Green Manure, NPK, Zinc Sulphate",19123,8374,21181,6348,19594,20472,12394,7448,2761,117695
Beetroot,Late Kharif,8.81,Clay,Tamil Nadu,313,Low,Moderate,Chemical,Potash,"Bio-fertilizers, DAP, Green Manure",24668,21602,37901,17620,33725,27575,27663,10502,5876,207132
Potato,Spring,6.01,Clay,Gujarat,290,Low,Low,Organic,Urea,"Calcium Nitrate, Zinc Sulphate, Urea",16876,13138,26552,7212,16816,19172,19809,7290,3432,130297
Cabbage,Summer,8.58,Loam,Bihar,569,High,High,Chemical,DAP,"Potash, Vermicompost, Lime, Ammonium Sulphate",25002,15058,42351,17160,30819,63466,23003,8906,7825,233590
Capsicum,Rabi,8.97,Sandy,Punjab,600,High,Moderate,Chemical,Potash,"Bio-fertilizers, Zinc Sulphate",24111,21806,41163,17940,25878,59202,23295,10558,6844,230797
Radish,Late Kharif,3.92,Peat,West Bengal,499,High,Moderate,Chemical,NPK,Zinc Sulphate,12995,8789,16852,7840,15002,27385,15108,3469,3242,110682
Radish,Transitional,7.85,Clay,Rajasthan,281,Low,High,Organic,DAP,"DAP, Bone Meal, Phosphate, Zinc Sulphate",24013,17584,33355,9420,25795,22058,26737,9710,4333,173005
Onion,Rabi,5.31,Sandy,Haryana,488,High,High,Organic,Potash,"Zinc Sulphate, Calcium Nitrate, Lime, NPK",20704,11523,25233,6372,18282,31095,10843,4492,3510,132054
Okra,Zaid,6.82,Loam,Tamil Nadu,589,High,High,Chemical,Vermicompost,Green Manure,23174,10298,31345,13640,18407,60255,23086,9255,5790,195250
Tomato,Monsoon,7.46,Clay,West Bengal,553,High,High,Chemical,NPK,Compost,24984,16419,33943,14920,22947,41254,18023,6207,5990,184687
Tomato,Autumn,1.37,Sandy,West Bengal,583,High,Low,Organic,DAP,Bone Meal,4702,2200,5727,1644,3733,8786,5113,1971,864,34740
Onion,Rabi,2.48,Silt,Haryana,396,Low,High,Organic,NPK,Urea,9461,5153,10203,2976,6314,11785,8722,3656,1964,60234
Garlic,Harvest,4.52,Peat,Uttar Pradesh,488,Moderate,Low,Organic,NPK,"Bone Meal, Vermicompost",15987,8638,20164,5424,16855,26469,10446,4262,4448,112693
Onion,Summer,8.22,Clay,Bihar,562,Low,Low,Chemical,Vermicompost,"Ammonium Sulphate, Compost, Urea",31376,17484,36530,16440,27825,64675,26049,8335,5170,233884
Pumpkin,Autumn,4.76,Sandy,Kerala,281,High,High,Organic,Urea,Urea,14399,7516,18478,5712,12619,13376,11462,4555,3108,91225
Garlic,Dry,6.44,Clay,West Bengal,589,High,Low,Chemical,Compost,"Phosphate, NPK, Green Manure, Gypsum",19050,12275,25296,12880,19584,37932,23384,8900,4849,164150
Radish,Kharif,8.32,Peat,Madhya Pradesh,359,High,Low,Organic,DAP,"Calcium Nitrate, Bio-fertilizers",28729,14202,38680,9984,24452,41816,20517,8087,4443,190910
Okra,Harvest,9.23,Peat,Tamil Nadu,399,High,Moderate,Organic,Ammonium Sulfate,"Bio-fertilizers, Compost, Zinc Sulphate, DAP",31576,18552,40381,11076,36329,55242,34520,7689,7421,242786
Peas,Rainy,2.4,Clay,Punjab,443,Low,High,Chemical,DAP,Green Manure,7418,5544,11849,4800,6235,11695,6830,3516,1486,59373
Okra,Summer,8.22,Clay,Bihar,562,Low,Low,Chemical,NPK,"Ammonium Sulphate, Compost, Urea",31376,17484,36530,16440,27825,64675,26049,8335,5170,233884
Lettuce,Late Kharif,3.14,Peat,Punjab,366,Moderate,High,Chemical,DAP,"Bone Meal, Urea, Vermicompost, Ammonium Sulphate",12277,7596,13110,6280,8089,12642,10255,3551,1893,75693
Spinach,Spring,5.43,Sandy,Madhya Pradesh,439,Moderate,Low,Chemical,Potash,"Phosphate, Bone Meal",13651,12999,20335,10860,21427,30989,18940,5631,5425,140257
Cauliflower,Post-Rabi,7.63,Sandy,Chhattisgarh,539,High,High,Organic,Compost,"Compost, DAP, Calcium Nitrate, Vermicompost",28612,13978,27033,9156,20364,57576,15321,11071,4090,187201
Carrot,Kharif,6.04,Loam,Haryana,408,Moderate,Moderate,Organic,Potash,NPK,15384,15021,25175,7248,22487,27108,18899,7767,3135,142224
Cauliflower,Rainy,9.02,Clay,Madhya Pradesh,536,Low,Moderate,Chemical,Urea,Ammonium Sulphate,24679,15677,33383,18040,26429,67686,22794,10598,5412,224698
Onion,Transitional,8.98,Sandy,Madhya Pradesh,296,High,High,Chemical,Potash,"Bio-fertilizers, Vermicompost, DAP, Gypsum",32337,19109,33540,17960,25234,37213,21067,9160,7858,203478
Zucchini,Dry,7.83,Clay,Rajasthan,284,Moderate,High,Organic,Ammonium Sulfate,"Ammonium Sulphate, Calcium Nitrate, Urea, Compost",28102,12794,28948,9396,21893,33356,30803,7000,7673,179965
Lettuce,Autumn,3.33,Silt,Kerala,450,Low,High,Organic,Urea,"Lime, Calcium Nitrate",10679,7259,13443,3996,10939,16484,8588,4342,2900,78630
Spinach,Spring,9.34,Silt,Chhattisgarh,373,Moderate,Moderate,Organic,Potash,Green Manure,30701,23201,38780,11208,31887,34838,30206,9508,6930,217259
Potato,Harvest,1.65,Loam,Chhattisgarh,318,High,High,Chemical,Vermicompost,"Potash, Zinc Sulphate, Gypsum",6107,2516,7361,3300,4470,6821,6389,1728,997,39689
Zucchini,Spring,6.01,Clay,Gujarat,290,Low,Low,Organic,NPK,"Calcium Nitrate, Zinc Sulphate, Urea",16876,13138,26552,7212,16816,19172,19809,7290,3432,130297
Broccoli,Pre-Kharif,5.25,Peat,Punjab,366,Moderate,Moderate,Organic,Compost,Zinc Sulphate,17000,9534,21698,6300,16989,28822,17068,5297,4205,126913
Spinach,Monsoon,2.12,Sandy,Maharashtra,447,High,Low,Organic,Potash,"Lime, Potash",7102,4789,8673,2544,6273,11372,5855,1715,1312,49635
Tomato,Dry,4.29,Loam,Bihar,553,Low,Low,Organic,Urea,Green Manure,16096,10682,20995,5148,14800,30841,15967,3638,3136,121303
Capsicum,Autumn,8.95,Clay,Kerala,258,Low,Moderate,Organic,Vermicompost,"Urea, Bone Meal, DAP, Phosphate",32605,20800,33894,10740,30636,32327,20997,8359,8825,199183
Capsicum,Harvest,1.82,Peat,Maharashtra,345,Low,High,Chemical,Compost,"Ammonium Sulphate, Compost, Zinc Sulphate",6095,3689,8343,3640,4583,9418,6918,2277,1551,46514
Capsicum,Rabi,7.35,Clay,Kerala,555,High,High,Organic,Compost,"Urea, Phosphate, Ammonium Sulphate",25424,15722,26688,8820,21484,44872,17427,10496,4432,175365
Cauliflower,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,Vermicompost,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Lettuce,Summer,3.81,Clay,Andhra Pradesh,557,Low,Low,Chemical,DAP,Bone Meal,11605,7791,15118,7620,11308,31833,13792,4073,2332,105472
Beetroot,Post-Rabi,2.52,Loam,Tamil Nadu,437,Moderate,Moderate,Organic,NPK,"Lime, Bone Meal, Green Manure",9075,5892,9067,3024,10070,12114,9697,3624,1295,63858
Okra,Rabi,3.16,Clay,Punjab,433,Low,Low,Organic,Urea,"NPK, Phosphate",9079,5650,13193,3792,9401,17788,10254,3536,3049,75742
Lettuce,Harvest,1.82,Peat,Maharashtra,345,Low,High,Chemical,DAP,"Ammonium Sulphate, Compost, Zinc Sulphate",6095,3689,8343,3640,4583,9418,6918,2277,1551,46514
Spinach,Rabi,6.06,Sandy,Gujarat,591,Low,Moderate,Organic,Potash,"Zinc Sulphate, Gypsum, Bone Meal",15162,11653,28179,7272,17174,35815,16810,7054,4315,143434
Pumpkin,Pre-Kharif,2.37,Peat,Madhya Pradesh,535,Moderate,Low,Organic,Compost,Potash,7776,3787,8842,2844,8966,15215,7977,2714,2323,60444
Lettuce,Post-Rabi,1.74,Peat,Rajasthan,346,Moderate,Low,Chemical,Urea,DAP,4446,3129,8194,3480,5836,6020,5403,2380,1556,40444
Cabbage,Rainy,7.47,Loam,Rajasthan,408,Low,Moderate,Chemical,Potash,"Calcium Nitrate, Bio-fertilizers",26138,17540,27221,14940,22582,36573,27646,11003,4968,188611
Carrot,Zaid,8.05,Clay,Karnataka,505,High,Moderate,Chemical,Ammonium Sulfate,"Compost, Bone Meal",21300,15714,31894,16100,25140,52848,26396,7132,7615,204139
Radish,Late Kharif,9.41,Peat,Madhya Pradesh,482,Moderate,High,Chemical,NPK,"NPK, Lime",33547,19874,37838,18820,27298,49892,36238,12299,6098,241904
Capsicum,Dry,6.44,Clay,West Bengal,589,High,Low,Chemical,Potash,"Phosphate, NPK, Green Manure, Gypsum",19050,12275,25296,12880,19584,37932,23384,8900,4849,164150
Tomato,Transitional,7.85,Clay,Rajasthan,281,Low,High,Organic,NPK,"DAP, Bone Meal, Phosphate, Zinc Sulphate",24013,17584,33355,9420,25795,22058,26737,9710,4333,173005
Lettuce,Autumn,1.55,Loam,Karnataka,343,Low,Low,Chemical,Ammonium Sulfate,"Compost, Green Manure, Urea, Zinc Sulphate",5123,3515,6698,3100,5458,7975,5303,1536,919,39627
Broccoli,Kharif,1.69,Peat,Chhattisgarh,268,Moderate,Low,Organic,Potash,DAP,6481,2772,7051,2028,4781,6794,6430,2506,908,39751
Cabbage,Autumn,1.37,Sandy,West Bengal,583,High,Low,Organic,Ammonium Sulfate,Bone Meal,4702,2200,5727,1644,3733,8786,5113,1971,864,34740
Beetroot,Summer,4.22,Sandy,Uttar Pradesh,581,High,High,Chemical,NPK,"DAP, Gypsum",11516,10027,17918,8440,10723,29422,10179,5254,3465,106944
Garlic,Late Kharif,6.64,Sandy,Rajasthan,540,Moderate,Moderate,Chemical,Compost,"Gypsum, Compost",20385,10219,25066,13280,18306,39442,25551,9575,4057,165881
Capsicum,Transitional,9.11,Clay,Uttar Pradesh,273,High,Moderate,Organic,Vermicompost,"Bone Meal, Green Manure, Lime",35511,20871,42343,10932,35356,27357,36331,13091,6714,228506
Radish,Rabi,4.23,Clay,Chhattisgarh,482,High,Moderate,Organic,DAP,Gypsum,15033,7047,18845,5076,13870,28544,11188,4590,2885,107078
Cauliflower,Kharif,8.32,Peat,Madhya Pradesh,359,High,Low,Organic,Potash,"Calcium Nitrate, Bio-fertilizers",28729,14202,38680,9984,24452,41816,20517,8087,4443,190910
Radish,Harvest,3.91,Peat,Uttar Pradesh,390,Low,Moderate,Organic,Ammonium Sulfate,Zinc Sulphate,11898,7640,14150,4692,10350,18299,14307,5591,3382,90309
Peas,Late Kharif,5.06,Loam,Kerala,521,Moderate,Moderate,Organic,Vermicompost,"Lime, Vermicompost",15438,10879,21166,6072,18742,34271,17336,4954,3967,132825
Lettuce,Rainy,5.94,Peat,Odisha,486,Low,High,Organic,Vermicompost,Compost,17968,13906,29569,7128,22911,31755,22786,5334,5120,156477
Potato,Summer,8.22,Clay,Bihar,562,Low,Low,Chemical,Vermicompost,"Ammonium Sulphate, Compost, Urea",31376,17484,36530,16440,27825,64675,26049,8335,5170,233884
Lettuce,Dry,5.41,Peat,Uttar Pradesh,291,High,High,Organic,DAP,"Bone Meal, Vermicompost, Lime",14758,10582,21927,6492,18443,15743,17361,4615,4956,114877
Brinjal,Rainy,1.95,Loam,Uttar Pradesh,265,Low,Low,Chemical,NPK,"Lime, Vermicompost, Phosphate",6002,4604,8798,3900,6326,6201,6464,2625,1022,45942
Carrot,Rainy,8.7,Silt,Maharashtra,359,Low,High,Organic,DAP,"Lime, Ammonium Sulphate",27979,17452,41464,10440,28049,37480,24577,8683,6325,202449
Zucchini,Rabi,4.23,Clay,Chhattisgarh,482,High,Moderate,Organic,Urea,Gypsum,15033,7047,18845,5076,13870,28544,11188,4590,2885,107078
Brinjal,Winter,9.72,Clay,Haryana,516,High,High,Chemical,Urea,Zinc Sulphate,33660,20538,39405,19440,36168,55171,34885,10167,6231,255665
Capsicum,Summer,3.9,Sandy,Andhra Pradesh,458,Moderate,High,Organic,NPK,"Lime, Bio-fertilizers",12597,7328,19219,4680,14797,17862,14469,3327,3050,97329
Ginger,Spring,2.24,Peat,Andhra Pradesh,262,Moderate,Moderate,Chemical,Potash,Bone Meal,5786,4948,11066,4480,6406,7043,6646,3062,1723,51160
Lettuce,Kharif,7.01,Peat,Karnataka,259,High,Moderate,Organic,Urea,"Zinc Sulphate, DAP",26673,13508,33010,8412,18864,23603,20981,10129,6828,162008
Cauliflower,Kharif,8.86,Silt,Kerala,401,Low,Moderate,Chemical,Potash,Vermicompost,26979,22035,36530,17720,24578,42634,31861,9507,8045,219889
Chili,Winter,3.89,Peat,Gujarat,491,High,High,Chemical,DAP,"Compost, Bio-fertilizers",13938,7943,18011,7780,10993,26740,11810,4365,3073,104653
Carrot,Late Kharif,9.41,Peat,Madhya Pradesh,482,Moderate,High,Chemical,NPK,"NPK, Lime",33547,19874,37838,18820,27298,49892,36238,12299,6098,241904
Cauliflower,Monsoon,8.6,Silt,Uttar Pradesh,250,Low,High,Organic,Ammonium Sulfate,"Vermicompost, NPK, Bone Meal",32216,14482,39887,10320,23702,25800,25576,9434,8247,189664
Onion,Rainy,9.02,Clay,Madhya Pradesh,536,Low,Moderate,Chemical,NPK,Ammonium Sulphate,24679,15677,33383,18040,26429,67686,22794,10598,5412,224698
Broccoli,Post-Rabi,2.06,Silt,Andhra Pradesh,511,High,High,Chemical,NPK,DAP,5768,4200,8061,4120,6328,15790,6538,2493,1320,54618
Pumpkin,Summer,2.85,Sandy,Uttar Pradesh,428,High,High,Organic,Potash,"Compost, Urea, Green Manure",7353,5210,10591,3420,8564,14638,7040,3409,2551,62776
Onion,Kharif,8.32,Peat,Madhya Pradesh,359,High,Low,Organic,DAP,"Calcium Nitrate, Bio-fertilizers",28729,14202,38680,9984,24452,41816,20517,8087,4443,190910
Broccoli,Winter,7.85,Peat,Rajasthan,445,Low,High,Organic,Compost,Compost,28927,13321,38881,9420,24461,38426,28817,6319,5110,193682
Chili,Transitional,7.49,Silt,Odisha,350,High,Low,Organic,Ammonium Sulfate,"Compost, Ammonium Sulphate, Calcium Nitrate",26275,15909,32978,8988,22770,28836,27646,6689,7385,177476
Pumpkin,Rabi,0.93,Loam,Punjab,456,Low,High,Chemical,Compost,"NPK, Zinc Sulphate",2584,2098,4164,1860,2518,5089,2755,929,829,22826
Capsicum,Monsoon,2.12,Sandy,Maharashtra,447,High,Low,Organic,Vermicompost,"Lime, Potash",7102,4789,8673,2544,6273,11372,5855,1715,1312,49635
Pumpkin,Winter,5.6,Sandy,Chhattisgarh,359,Low,Moderate,Organic,Potash,"DAP, Urea",15994,8495,26667,6720,21790,26135,13798,8316,3590,131505
Beetroot,Autumn,2.26,Sandy,Chhattisgarh,260,Moderate,High,Chemical,Urea,"Bio-fertilizers, Calcium Nitrate, Vermicompost",7761,4769,8764,4520,7056,6464,7614,2545,1284,50777
Onion,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,Vermicompost,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Potato,Monsoon,7.46,Clay,West Bengal,553,High,High,Chemical,Potash,Compost,24984,16419,33943,14920,22947,41254,18023,6207,5990,184687
Onion,Dry,4.29,Loam,Bihar,553,Low,Low,Organic,Vermicompost,Green Manure,16096,10682,20995,5148,14800,30841,15967,3638,3136,121303
Cabbage,Harvest,2.32,Loam,Bihar,482,High,High,Organic,Compost,Bio-fertilizers,6211,3719,9944,2784,7774,11182,7352,2793,2297,54056
Spinach,Pre-Kharif,3.23,Loam,Maharashtra,380,Moderate,High,Chemical,DAP,DAP,11282,6783,16089,6460,11176,17184,12442,4202,2758,88376
Zucchini,Rainy,4.28,Loam,Bihar,592,Moderate,High,Chemical,Vermicompost,"Vermicompost, Calcium Nitrate, Urea, Lime",11295,9343,17462,8560,10747,25338,9570,3826,2328,98469
Onion,Harvest,3.91,Peat,Uttar Pradesh,390,Low,Moderate,Organic,Urea,Zinc Sulphate,11898,7640,14150,4692,10350,18299,14307,5591,3382,90309
Cabbage,Monsoon,5.22,Silt,Chhattisgarh,386,Moderate,Low,Chemical,NPK,Lime,14209,8054,22289,10440,15415,26194,19512,4928,4087,125128
Pumpkin,Spring,6.01,Clay,Gujarat,290,Low,Low,Organic,Vermicompost,"Calcium Nitrate, Zinc Sulphate, Urea",16876,13138,26552,7212,16816,19172,19809,7290,3432,130297
Peas,Autumn,6.19,Peat,Maharashtra,346,High,High,Chemical,Urea,"Zinc Sulphate, Urea",24054,12151,24983,12380,23188,25701,21275,5645,4680,154057
Garlic,Zaid,3.72,Loam,Chhattisgarh,404,Low,Low,Organic,NPK,"Bone Meal, NPK, Phosphate, DAP",12886,8221,17253,4464,9791,16532,7552,5520,3315,85534
Garlic,Late Kharif,7.33,Clay,Madhya Pradesh,287,High,Moderate,Organic,NPK,"Green Manure, DAP",23910,12454,32215,8796,19117,29452,23434,7924,7022,164324
Okra,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,Vermicompost,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Beetroot,Monsoon,5.98,Silt,Uttar Pradesh,592,High,Low,Organic,Potash,"Bone Meal, Vermicompost, Urea",20081,10477,28806,7176,19124,53102,23675,7415,3660,173516
Onion,Winter,6.3,Peat,Kerala,354,Moderate,Moderate,Chemical,Ammonium Sulfate,"NPK, Lime",22157,12461,26573,12600,21319,33453,17596,8222,6004,160385
Broccoli,Late Kharif,5.06,Loam,Kerala,521,Moderate,Moderate,Organic,NPK,"Lime, Vermicompost",15438,10879,21166,6072,18742,34271,17336,4954,3967,132825
Garlic,Post-Rabi,2.58,Silt,Andhra Pradesh,496,Low,High,Chemical,Compost,"Lime, Urea, Zinc Sulphate, Green Manure",7647,5934,9727,5160,7420,16636,8509,3145,2077,66255
Beetroot,Dry,3.23,Silt,Andhra Pradesh,303,Low,Moderate,Organic,Compost,Ammonium Sulphate,9690,6192,14622,3876,12833,11744,9742,3756,2061,74516
Onion,Kharif,4.71,Clay,Bihar,401,Low,High,Chemical,Urea,"Green Manure, DAP",16857,7649,23145,9420,14163,24553,11902,5181,4178,117048
Tomato,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,NPK,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Beetroot,Kharif,5.9,Loam,West Bengal,263,High,Low,Chemical,Urea,Vermicompost,18467,13776,28025,11800,18721,18620,17735,7688,5198,140030
Cauliflower,Spring,4.2,Peat,Andhra Pradesh,552,Moderate,Low,Chemical,DAP,"Urea, Lime, Phosphate, NPK",10546,7140,16552,8400,16010,32458,10937,3574,2923,108540
Garlic,Zaid,9.31,Silt,Andhra Pradesh,415,Moderate,Low,Organic,Urea,"NPK, Potash",24690,20408,41616,11172,28060,57955,27828,13714,6182,231625
Garlic,Transitional,7.72,Sandy,West Bengal,287,Low,Moderate,Organic,Vermicompost,Gypsum,30425,13101,31776,9264,23909,28803,18806,7728,6917,170729
Cauliflower,Kharif,5.9,Loam,West Bengal,263,High,Low,Chemical,Urea,Vermicompost,18467,13776,28025,11800,18721,18620,17735,7688,5198,140030
Cauliflower,Dry,3.48,Loam,Kerala,327,High,Moderate,Chemical,NPK,"Calcium Nitrate, NPK, Gypsum",10750,5805,12779,6960,12382,11380,9532,4374,3222,77184
Onion,Pre-Kharif,2.37,Peat,Madhya Pradesh,535,Moderate,Low,Organic,Potash,Potash,7776,3787,8842,2844,8966,15215,7977,2714,2323,60444
Beetroot,Monsoon,5.73,Loam,Odisha,597,Moderate,Moderate,Organic,Compost,Vermicompost,19224,10612,28134,6876,22072,51312,18898,7438,5707,170273
Pumpkin,Transitional,9.11,Clay,Uttar Pradesh,273,High,Moderate,Organic,NPK,"Bone Meal, Green Manure, Lime",35511,20871,42343,10932,35356,27357,36331,13091,6714,228506
Brinjal,Rabi,6.5,Clay,Kerala,579,Moderate,High,Chemical,DAP,"Compost, Gypsum, NPK, Potash",22724,15886,22796,13000,18044,56452,19832,6591,4706,180031
Radish,Late Kharif,7.16,Loam,Bihar,266,High,Moderate,Organic,Vermicompost,Phosphate,19132,10969,26685,8592,23306,24759,18029,6716,5563,143751
Cauliflower,Kharif,9.56,Sandy,Kerala,507,Moderate,High,Organic,Urea,"Ammonium Sulphate, Potash",30324,18451,43804,11472,28259,53316,24952,7820,7419,225817
Radish,Late Kharif,6.64,Sandy,Rajasthan,540,Moderate,Moderate,Chemical,Compost,"Gypsum, Compost",20385,10219,25066,13280,18306,39442,25551,9575,4057,165881
Chili,Harvest,5.45,Clay,Haryana,285,Low,Moderate,Chemical,NPK,Calcium Nitrate,14862,8774,19800,10900,19969,21746,14355,4861,3891,119158
Peas,Autumn,5.2,Sandy,Kerala,430,High,High,Organic,Ammonium Sulfate,"Ammonium Sulphate, NPK, Phosphate, Bio-fertilizers",18985,8570,19578,6240,19339,22360,12381,4560,4082,116095
Tomato,Kharif,4.18,Sandy,Haryana,396,High,Low,Organic,DAP,"Potash, Green Manure, NPK",15570,6667,16043,5016,10500,23174,9514,4594,3586,94664
Lettuce,Spring,3.97,Loam,Gujarat,436,High,Moderate,Organic,Vermicompost,"Bone Meal, Phosphate",11231,8877,15618,4764,15670,17309,10219,4077,3490,91255
Spinach,Summer,1.69,Peat,Maharashtra,338,Moderate,High,Chemical,Ammonium Sulfate,"Phosphate, Bone Meal",6119,3314,8055,3380,5136,8568,5511,2030,908,43021
Okra,Summer,8.22,Clay,Bihar,562,Low,Low,Chemical,Potash,"Ammonium Sulphate, Compost, Urea",31376,17484,36530,16440,27825,64675,26049,8335,5170,233884
Chili,Harvest,1.09,Silt,Gujarat,380,Low,Moderate,Chemical,Potash,"Compost, Lime",3419,1947,4837,2180,4329,6213,2893,1609,1016,28443
Zucchini,Autumn,7.5,Sandy,Gujarat,525,High,High,Chemical,Vermicompost,Phosphate,25020,18150,26648,15000,27382,51188,16598,9015,4852,193853
Brinjal,Dry,8.12,Peat,Bihar,476,High,High,Organic,Vermicompost,"Calcium Nitrate, Compost, Vermicompost",25245,12269,34819,9744,20803,54112,31294,6999,4653,199938
Cabbage,Transitional,9.16,Loam,Madhya Pradesh,457,Low,High,Chemical,Compost,"Green Manure, Ammonium Sulphate, Urea",25236,21416,39718,18320,36100,54420,23404,9224,5835,233673
Spinach,Rabi,6.06,Sandy,Gujarat,591,Low,Moderate,Organic,Potash,"Zinc Sulphate, Gypsum, Bone Meal",15162,11653,28179,7272,17174,35815,16810,7054,4315,143434
Pumpkin,Summer,6.43,Loam,Gujarat,389,Low,High,Chemical,DAP,"Phosphate, Calcium Nitrate, Lime",22151,11072,24299,12860,24003,30015,23875,7060,3742,159077
