N,P,K,temperature,humidity,ph,rainfall,label,state,district,season,irrigation,water_availability,soil_type
95,119,10,33.54,93.4,8.9,161.17,maize,Maharashtra,Nagpur,summer,sprinkler,low,alluvial
120,30,200,36.58,53.72,7.05,197.88,mustard,Bihar,Gaya,summer,canal,medium,red
125,39,137,38.53,30.25,8.53,266.38,barley,Maharashtra,Nagpur,summer,river,low,laterite
68,78,164,26.51,40.65,7.18,160.99,rice,Andhra Pradesh,Visakhapatnam,monsoon,groundwater,high,peaty
113,113,22,21.98,61.68,7.71,142.34,cotton,Punjab,Ludhiana,summer,canal,high,saline
126,28,71,32.65,79.7,8.4,96.51,sunflower,Punjab,Ludhiana,monsoon,river,medium,peaty
119,17,59,27.57,70.28,8.45,53.93,sunflower,Karnataka,Hubli,summer,river,low,peaty
91,45,82,18.04,57.16,9.33,104.3,rice,Andhra Pradesh,Visakhapatnam,winter,canal,low,desert
18,143,109,25.77,59.18,4.9,94.86,mustard,Gujarat,Rajkot,winter,groundwater,medium,laterite
36,14,41,18.75,61.97,4.88,114.09,barley,Rajasthan,Jodhpur,winter,drip,low,red
51,10,127,30.0,37.86,4.73,103.26,onion,Uttar Pradesh,Lucknow,monsoon,well,low,mountain
34,10,163,16.83,58.39,7.99,244.23,mustard,West Bengal,Darjeeling,monsoon,groundwater,low,saline
91,142,48,27.21,96.36,7.19,218.88,chilli,Rajasthan,Jaipur,monsoon,river,medium,black
130,90,63,23.35,67.85,8.74,228.91,barley,Punjab,Jalandhar,monsoon,river,high,desert
82,92,154,24.67,43.12,8.8,185.11,onion,West Bengal,Howrah,summer,groundwater,low,alluvial
0,94,86,33.84,58.87,9.17,107.28,sugarcane,Maharashtra,Pune,winter,canal,medium,saline
24,109,204,18.85,96.63,7.7,112.06,sunflower,West Bengal,Howrah,monsoon,well,high,mountain
75,111,79,28.72,41.38,7.64,101.35,millet,Gujarat,Surat,monsoon,river,low,mountain
23,45,126,18.02,79.99,8.51,54.19,potato,Tamil Nadu,Madurai,summer,rainfed,low,saline
72,18,142,18.69,40.54,7.74,181.12,potato,West Bengal,Howrah,winter,well,medium,red
101,136,130,33.62,52.73,9.02,254.04,rice,West Bengal,Kolkata,summer,groundwater,high,peaty
43,103,102,21.71,55.72,4.78,261.33,soybean,Bihar,Patna,monsoon,drip,medium,saline
86,118,48,23.35,49.34,9.03,263.0,millet,Uttar Pradesh,Kanpur,summer,well,medium,saline
24,46,14,34.72,74.08,9.11,81.78,barley,Uttar Pradesh,Lucknow,monsoon,drip,low,red
28,35,46,37.17,77.21,9.32,102.56,rice,Tamil Nadu,Chennai,summer,canal,medium,saline
33,131,9,15.66,92.92,5.45,85.86,rice,Punjab,Jalandhar,summer,drip,medium,peaty
63,81,13,21.01,32.72,7.87,117.2,cotton,West Bengal,Darjeeling,monsoon,canal,low,peaty
112,61,85,30.61,71.05,5.68,169.05,onion,Gujarat,Rajkot,summer,drip,high,peaty
89,67,43,25.68,71.79,7.7,263.55,brinjal,Tamil Nadu,Chennai,summer,sprinkler,high,peaty
131,94,113,29.64,72.22,9.44,148.91,tomato,Punjab,Jalandhar,monsoon,drip,high,mountain
28,108,183,34.9,32.31,8.38,233.97,mustard,Rajasthan,Udaipur,monsoon,groundwater,medium,black
65,92,145,21.43,64.61,6.3,56.13,maize,Uttar Pradesh,Varanasi,summer,rainfed,medium,laterite
56,13,58,20.25,94.1,5.09,246.16,mustard,Andhra Pradesh,Vijayawada,monsoon,canal,high,alluvial
27,123,171,27.6,31.49,8.1,114.33,potato,Gujarat,Surat,monsoon,sprinkler,low,peaty
8,118,31,20.72,92.01,7.97,99.78,sunflower,West Bengal,Kolkata,summer,groundwater,low,peaty
117,31,38,27.2,72.08,7.62,57.96,millet,Tamil Nadu,Chennai,summer,sprinkler,medium,red
50,24,152,17.46,67.19,7.54,57.21,maize,Tamil Nadu,Chennai,monsoon,well,medium,saline
59,115,26,17.54,54.51,8.07,177.8,tomato,Uttar Pradesh,Lucknow,summer,well,medium,mountain
127,66,69,28.49,91.01,4.7,148.14,wheat,West Bengal,Kolkata,summer,rainfed,low,mountain
58,124,43,39.79,76.94,4.95,127.41,barley,Rajasthan,Udaipur,winter,river,high,saline
52,72,186,21.82,75.44,4.78,106.35,potato,Gujarat,Rajkot,monsoon,canal,high,black
132,142,114,32.38,83.34,6.03,251.18,potato,Andhra Pradesh,Visakhapatnam,winter,drip,high,desert
44,127,65,35.72,37.13,7.09,121.82,wheat,Karnataka,Bengaluru,summer,drip,high,desert
111,74,42,17.91,49.37,5.96,71.63,mustard,West Bengal,Howrah,summer,drip,low,alluvial
134,60,136,39.83,48.35,9.41,254.87,groundnut,West Bengal,Howrah,winter,river,medium,saline
133,134,36,37.3,61.77,6.04,81.17,chilli,Maharashtra,Nagpur,winter,drip,medium,laterite
41,141,40,25.34,95.34,7.34,267.52,tomato,Punjab,Jalandhar,winter,well,medium,red
97,113,202,20.25,85.65,5.78,91.98,barley,Tamil Nadu,Chennai,monsoon,groundwater,low,saline
39,97,35,17.94,69.11,5.32,173.2,millet,West Bengal,Darjeeling,winter,groundwater,high,saline
78,62,94,36.04,61.57,8.89,160.02,cotton,West Bengal,Kolkata,monsoon,drip,medium,laterite
18,139,140,23.1,46.62,9.39,282.26,maize,Punjab,Jalandhar,monsoon,rainfed,medium,mountain
2,142,66,24.21,81.12,4.67,99.61,sugarcane,Gujarat,Rajkot,winter,rainfed,low,red
91,121,115,33.39,60.74,5.23,178.57,millet,Bihar,Gaya,monsoon,groundwater,high,mountain
3,145,182,24.31,72.14,8.38,176.98,barley,Maharashtra,Nashik,monsoon,drip,low,red
122,104,171,28.06,93.25,5.12,154.27,millet,Uttar Pradesh,Varanasi,monsoon,river,high,red
78,113,190,15.56,88.49,4.89,100.54,soybean,Bihar,Gaya,summer,well,low,peaty
23,126,101,25.83,40.25,5.77,236.99,sunflower,Karnataka,Bengaluru,winter,groundwater,medium,alluvial
12,117,70,31.87,34.77,6.32,242.23,barley,Gujarat,Surat,winter,canal,high,desert
27,19,156,38.56,66.18,5.09,152.36,mustard,Rajasthan,Jaipur,monsoon,sprinkler,low,desert
46,56,11,31.91,94.07,7.14,281.11,sugarcane,Maharashtra,Pune,summer,well,high,red
84,79,187,21.73,30.8,8.55,54.79,sunflower,Bihar,Gaya,winter,groundwater,high,desert
40,132,125,21.96,30.12,6.3,183.95,cotton,Andhra Pradesh,Guntur,monsoon,rainfed,medium,peaty
26,85,37,18.52,72.11,5.18,299.36,millet,Punjab,Jalandhar,winter,well,medium,peaty
63,78,5,17.69,69.46,9.48,181.45,tomato,Bihar,Bhagalpur,monsoon,groundwater,high,red
93,75,190,29.78,59.57,8.39,70.66,rice,Andhra Pradesh,Vijayawada,winter,rainfed,low,mountain
108,6,169,25.54,94.44,7.76,242.62,wheat,West Bengal,Kolkata,summer,drip,low,desert
55,88,151,28.28,49.73,6.24,151.63,sugarcane,Rajasthan,Udaipur,winter,canal,low,laterite
47,144,157,16.68,49.78,7.8,188.05,rice,Gujarat,Rajkot,winter,river,medium,black
29,142,156,27.05,36.88,9.24,57.69,onion,Gujarat,Surat,monsoon,groundwater,medium,saline
114,144,157,23.26,78.01,5.85,163.05,rice,Tamil Nadu,Madurai,summer,river,high,desert
13,140,134,37.01,88.05,6.45,125.02,mustard,Maharashtra,Pune,summer,drip,high,alluvial
131,45,162,27.13,96.02,9.25,215.99,chilli,Uttar Pradesh,Varanasi,winter,canal,high,mountain
135,100,157,38.56,47.79,9.23,103.3,groundnut,Andhra Pradesh,Vijayawada,winter,groundwater,high,alluvial
33,46,92,34.18,40.73,8.5,288.11,potato,Rajasthan,Udaipur,summer,sprinkler,low,saline
134,69,97,31.58,88.66,4.85,276.65,cotton,Rajasthan,Udaipur,monsoon,rainfed,high,desert
91,71,101,38.34,98.55,5.68,173.59,brinjal,Andhra Pradesh,Guntur,summer,drip,low,peaty
17,20,184,30.43,51.34,5.54,232.63,rice,West Bengal,Kolkata,winter,river,medium,mountain
99,23,135,39.68,36.29,5.9,159.88,soybean,Tamil Nadu,Madurai,winter,river,high,alluvial
137,125,130,32.47,36.56,8.08,277.03,onion,Punjab,Ludhiana,winter,canal,high,black
94,56,169,27.52,41.8,4.63,63.94,brinjal,Karnataka,Hubli,winter,groundwater,medium,laterite
76,106,33,17.04,38.06,6.6,221.6,maize,Andhra Pradesh,Visakhapatnam,summer,drip,high,alluvial
91,9,5,31.33,78.52,7.71,131.27,wheat,Uttar Pradesh,Varanasi,winter,groundwater,high,alluvial
56,81,184,29.48,45.1,5.14,251.16,cotton,Rajasthan,Jodhpur,winter,canal,low,saline
19,140,195,38.22,50.23,5.24,67.13,chilli,Uttar Pradesh,Lucknow,monsoon,river,low,peaty
90,61,194,19.95,41.66,6.44,215.75,tomato,Uttar Pradesh,Kanpur,summer,river,low,desert
19,5,42,15.98,48.95,8.54,190.86,tomato,Tamil Nadu,Chennai,monsoon,well,medium,desert
50,128,103,23.13,93.44,9.06,223.35,sunflower,Karnataka,Bengaluru,winter,groundwater,medium,alluvial
66,25,198,22.4,94.04,8.8,222.75,sugarcane,Gujarat,Surat,winter,groundwater,high,desert
54,87,175,31.53,56.81,8.99,256.77,wheat,Uttar Pradesh,Kanpur,monsoon,sprinkler,low,laterite
120,89,62,36.91,82.36,4.95,174.11,millet,Punjab,Amritsar,winter,rainfed,high,laterite
38,70,201,37.96,81.04,8.47,178.19,potato,Punjab,Jalandhar,monsoon,groundwater,low,peaty
66,80,21,33.31,33.31,6.89,96.03,chilli,West Bengal,Darjeeling,summer,rainfed,high,black
31,69,197,18.72,57.18,8.65,187.48,potato,West Bengal,Howrah,summer,river,high,desert
91,111,72,19.43,43.16,5.71,208.65,potato,Tamil Nadu,Madurai,winter,groundwater,medium,saline
15,10,178,26.42,95.23,9.38,229.87,rice,Uttar Pradesh,Varanasi,summer,drip,medium,red
59,134,18,37.37,94.55,6.74,257.56,wheat,Punjab,Jalandhar,summer,groundwater,medium,alluvial
100,89,162,26.88,30.45,9.24,63.11,sugarcane,Tamil Nadu,Chennai,monsoon,sprinkler,high,mountain
14,143,25,24.36,83.94,6.42,151.63,onion,Punjab,Jalandhar,monsoon,rainfed,low,laterite
28,145,34,20.26,99.08,8.93,295.79,onion,Uttar Pradesh,Kanpur,summer,groundwater,low,black
23,88,113,36.91,91.25,8.04,290.16,tomato,Tamil Nadu,Chennai,summer,sprinkler,low,red
103,119,48,22.91,62.67,6.38,166.43,millet,Bihar,Bhagalpur,monsoon,canal,low,laterite
38,94,45,24.66,98.25,4.63,86.79,rice,Punjab,Ludhiana,monsoon,rainfed,low,peaty
108,130,22,38.45,96.71,6.27,143.16,mustard,Punjab,Amritsar,winter,canal,medium,peaty
10,78,191,29.18,30.9,7.13,85.32,maize,Karnataka,Mysuru,winter,well,medium,mountain
34,99,146,35.11,39.22,5.34,106.61,sunflower,Maharashtra,Nashik,monsoon,rainfed,medium,mountain
80,34,60,30.37,58.91,4.57,189.36,sugarcane,West Bengal,Darjeeling,winter,canal,low,red
117,86,80,33.92,49.78,8.44,182.98,potato,Andhra Pradesh,Vijayawada,winter,sprinkler,medium,saline
41,137,27,15.25,59.33,5.0,237.19,chilli,Uttar Pradesh,Varanasi,monsoon,river,low,desert
107,137,196,34.01,90.52,4.75,291.11,rice,Rajasthan,Jaipur,winter,sprinkler,low,mountain
115,75,71,15.29,88.11,6.07,296.64,onion,Maharashtra,Nashik,winter,well,high,red
24,61,176,37.44,70.0,4.51,218.43,tomato,Rajasthan,Udaipur,winter,canal,low,black
137,18,19,37.56,34.9,7.52,66.8,groundnut,Karnataka,Hubli,summer,canal,high,peaty
88,25,168,35.62,37.17,4.91,194.06,cotton,Bihar,Patna,winter,drip,low,mountain
58,119,81,34.35,51.73,6.34,61.8,soybean,Punjab,Amritsar,monsoon,river,high,peaty
21,9,104,32.24,71.81,6.4,89.47,onion,Rajasthan,Jodhpur,summer,canal,low,desert
115,133,84,36.27,72.01,9.3,257.01,wheat,Maharashtra,Nagpur,summer,river,low,desert
60,90,57,28.35,69.86,9.07,53.7,rice,West Bengal,Darjeeling,summer,drip,medium,alluvial
82,112,137,29.4,45.63,6.65,192.88,brinjal,Karnataka,Bengaluru,summer,groundwater,high,peaty
95,61,66,27.31,50.31,7.48,177.24,wheat,Karnataka,Hubli,monsoon,groundwater,low,mountain
56,96,30,28.34,61.0,8.69,58.73,soybean,Rajasthan,Jaipur,monsoon,canal,low,desert
64,58,7,35.21,52.04,8.1,202.89,chilli,Punjab,Ludhiana,winter,canal,high,saline
123,136,24,15.12,78.83,4.84,188.72,soybean,Maharashtra,Nagpur,monsoon,drip,low,red
0,122,64,36.65,52.78,5.27,258.0,maize,Punjab,Jalandhar,monsoon,drip,high,mountain
82,23,181,31.03,46.06,6.55,115.6,sunflower,Maharashtra,Nashik,summer,canal,medium,black
46,61,141,22.83,79.33,5.7,59.81,barley,Gujarat,Rajkot,winter,rainfed,medium,red
45,124,43,20.42,99.63,5.78,288.45,soybean,West Bengal,Howrah,winter,drip,low,saline
128,47,142,15.98,62.95,8.05,104.12,brinjal,Punjab,Jalandhar,monsoon,well,high,saline
4,142,154,16.98,93.78,9.0,201.58,barley,Andhra Pradesh,Vijayawada,winter,canal,low,mountain
64,72,113,36.06,39.05,7.81,255.5,sugarcane,Uttar Pradesh,Varanasi,summer,rainfed,medium,laterite
129,69,45,18.18,51.52,8.38,93.0,chilli,Andhra Pradesh,Vijayawada,summer,canal,high,saline
68,66,103,18.05,50.28,6.49,165.35,cotton,Karnataka,Bengaluru,summer,drip,low,alluvial
126,58,134,16.67,49.53,5.65,89.11,soybean,Tamil Nadu,Chennai,summer,canal,low,black
27,143,19,17.7,95.52,5.41,263.36,wheat,Tamil Nadu,Coimbatore,winter,river,low,desert
13,122,13,33.82,98.46,8.96,133.62,chilli,Maharashtra,Nagpur,monsoon,well,low,alluvial
122,18,192,38.48,80.02,7.71,149.74,wheat,Maharashtra,Nagpur,summer,groundwater,low,laterite
14,40,117,34.91,98.33,9.19,152.05,maize,Uttar Pradesh,Lucknow,monsoon,canal,low,black
25,17,171,37.11,64.11,5.24,116.82,chilli,Gujarat,Surat,summer,river,medium,laterite
60,108,88,33.8,41.59,4.94,293.97,soybean,Karnataka,Hubli,monsoon,rainfed,low,desert
120,70,30,34.87,33.97,6.88,56.96,onion,Karnataka,Hubli,summer,rainfed,low,mountain
4,52,61,23.19,34.32,8.32,228.14,sugarcane,Punjab,Jalandhar,summer,river,medium,desert
20,58,178,28.33,91.15,5.68,145.73,maize,Rajasthan,Jaipur,monsoon,sprinkler,medium,mountain
62,22,82,29.82,30.38,7.9,287.54,sunflower,Karnataka,Bengaluru,winter,rainfed,medium,alluvial
107,47,163,17.87,98.13,8.53,298.56,maize,Karnataka,Bengaluru,monsoon,well,low,alluvial
25,131,59,20.35,80.89,5.56,137.18,mustard,Gujarat,Ahmedabad,summer,canal,medium,laterite
22,5,189,38.46,82.72,4.84,280.32,wheat,Andhra Pradesh,Guntur,monsoon,canal,medium,desert
82,131,195,16.47,45.15,9.49,261.54,brinjal,Gujarat,Surat,monsoon,well,low,alluvial
89,14,162,29.91,68.77,5.68,172.22,soybean,Andhra Pradesh,Guntur,winter,canal,medium,saline
121,59,59,22.59,44.42,7.46,193.12,soybean,Tamil Nadu,Coimbatore,winter,rainfed,high,black
96,100,133,37.69,42.23,9.27,154.66,chilli,Maharashtra,Nagpur,winter,drip,medium,red
76,117,84,32.23,70.6,7.7,131.6,sunflower,Uttar Pradesh,Kanpur,monsoon,drip,low,red
66,7,162,27.48,88.0,9.46,141.1,chilli,Bihar,Gaya,winter,canal,high,alluvial
61,92,146,28.98,88.05,6.93,191.19,cotton,Gujarat,Ahmedabad,monsoon,sprinkler,medium,black
126,55,186,21.44,31.15,5.7,292.17,mustard,Bihar,Gaya,winter,rainfed,high,alluvial
122,128,12,30.03,88.14,8.27,199.18,onion,West Bengal,Howrah,summer,river,high,laterite
103,98,153,22.61,52.51,9.01,196.23,sunflower,Rajasthan,Jodhpur,winter,sprinkler,medium,red
5,40,91,28.17,65.93,8.99,287.41,groundnut,Uttar Pradesh,Kanpur,monsoon,sprinkler,medium,red
37,145,72,32.27,49.04,5.89,221.34,mustard,Maharashtra,Pune,monsoon,well,medium,peaty
134,122,7,33.47,41.56,5.91,225.83,millet,Maharashtra,Pune,winter,rainfed,high,peaty
84,55,186,25.17,80.43,8.77,122.65,tomato,Maharashtra,Nagpur,winter,well,low,saline
14,16,78,26.79,73.44,5.96,199.16,tomato,Karnataka,Mysuru,monsoon,canal,low,laterite
121,109,14,17.4,73.63,5.86,83.99,maize,Bihar,Bhagalpur,winter,sprinkler,high,red
137,26,198,29.42,65.33,4.52,68.2,tomato,Rajasthan,Jodhpur,winter,sprinkler,medium,desert
8,103,192,39.4,59.12,5.82,160.01,mustard,Gujarat,Ahmedabad,winter,rainfed,low,red
34,87,205,31.29,51.95,6.34,295.89,millet,Karnataka,Bengaluru,summer,drip,high,peaty
69,8,78,25.31,84.26,7.41,251.06,millet,West Bengal,Darjeeling,winter,groundwater,low,black
53,27,200,37.51,68.29,7.68,143.59,chilli,Maharashtra,Pune,summer,rainfed,medium,black
119,142,176,32.9,95.35,8.68,258.05,groundnut,Rajasthan,Jaipur,monsoon,rainfed,high,red
126,120,124,23.13,40.03,7.34,90.22,onion,Uttar Pradesh,Lucknow,winter,sprinkler,low,black
80,96,119,15.16,48.32,9.14,91.2,onion,Karnataka,Mysuru,winter,river,high,black
99,121,126,22.0,93.57,4.85,64.19,maize,Rajasthan,Jaipur,monsoon,groundwater,high,black
133,35,173,19.92,77.86,8.38,297.4,sunflower,Uttar Pradesh,Lucknow,summer,river,high,peaty
20,130,133,32.22,36.02,6.42,239.06,barley,Uttar Pradesh,Lucknow,monsoon,river,medium,mountain
70,91,50,29.36,71.21,8.71,178.85,maize,West Bengal,Kolkata,summer,groundwater,medium,red
81,40,204,35.67,82.48,5.38,288.38,tomato,Karnataka,Hubli,summer,sprinkler,low,black
82,100,188,34.72,70.59,6.84,299.68,rice,Gujarat,Surat,summer,sprinkler,high,black
16,57,189,32.3,51.07,4.92,199.8,wheat,Tamil Nadu,Madurai,winter,well,high,mountain
70,15,175,30.95,93.62,4.69,143.57,cotton,West Bengal,Kolkata,winter,river,high,laterite
50,99,53,17.22,38.63,5.53,188.38,sunflower,Punjab,Jalandhar,summer,well,low,laterite
81,128,11,38.97,54.55,6.8,240.45,barley,Maharashtra,Nashik,monsoon,river,medium,black
1,26,155,22.16,76.81,6.36,75.99,millet,Andhra Pradesh,Visakhapatnam,monsoon,well,high,alluvial
119,131,54,15.32,63.25,7.84,177.13,mustard,Gujarat,Rajkot,monsoon,canal,low,black
98,58,204,27.45,44.89,4.98,95.07,potato,Punjab,Jalandhar,winter,groundwater,low,red
88,118,15,15.27,37.18,4.87,280.63,brinjal,Tamil Nadu,Chennai,monsoon,drip,high,mountain
80,105,199,32.66,95.02,7.63,205.24,groundnut,Punjab,Jalandhar,winter,rainfed,low,red
96,29,173,16.26,58.47,7.18,261.86,onion,Rajasthan,Jodhpur,monsoon,river,low,saline
136,41,44,28.07,94.16,6.18,186.11,mustard,Tamil Nadu,Coimbatore,winter,river,high,alluvial
131,64,45,28.93,97.61,5.87,131.72,tomato,Tamil Nadu,Chennai,monsoon,groundwater,high,desert
107,111,50,29.49,86.07,5.56,200.46,potato,Uttar Pradesh,Varanasi,summer,sprinkler,medium,saline
57,108,39,33.63,89.96,9.49,246.59,barley,Karnataka,Hubli,summer,drip,low,desert
128,136,157,32.63,81.18,5.76,98.72,maize,Bihar,Bhagalpur,monsoon,well,high,saline
118,80,97,38.51,37.72,5.75,186.67,rice,Andhra Pradesh,Visakhapatnam,summer,sprinkler,medium,red
14,28,104,24.6,90.72,9.25,289.05,mustard,Tamil Nadu,Coimbatore,summer,well,medium,alluvial
112,82,174,32.27,48.03,4.55,102.55,rice,Tamil Nadu,Madurai,winter,rainfed,medium,laterite
33,23,120,25.6,65.0,4.57,84.03,brinjal,Bihar,Gaya,monsoon,well,medium,peaty
106,69,101,19.94,49.35,9.27,265.62,potato,West Bengal,Howrah,summer,drip,medium,alluvial
132,71,29,29.0,46.32,6.95,160.11,rice,Karnataka,Bengaluru,winter,canal,medium,red
88,107,15,27.32,52.7,9.01,287.35,brinjal,Punjab,Amritsar,winter,river,high,peaty
112,135,202,19.93,46.02,6.08,82.13,wheat,Karnataka,Hubli,monsoon,well,medium,alluvial
5,127,188,32.17,96.69,4.95,53.17,sugarcane,Gujarat,Rajkot,summer,rainfed,high,black
37,92,126,27.06,58.85,4.73,160.02,maize,Karnataka,Hubli,monsoon,groundwater,high,red
112,74,200,28.31,75.68,6.38,181.45,onion,Maharashtra,Nagpur,summer,well,high,peaty
36,32,75,22.72,54.76,7.8,108.04,chilli,Punjab,Amritsar,monsoon,canal,low,desert
118,92,108,18.67,54.85,9.22,204.59,sugarcane,Rajasthan,Udaipur,winter,drip,low,desert
62,61,160,33.57,46.8,6.83,281.08,cotton,Bihar,Gaya,summer,rainfed,medium,black
135,61,124,35.04,93.28,8.58,227.23,soybean,Rajasthan,Jaipur,winter,well,low,black
77,121,93,28.18,37.14,8.42,68.8,soybean,Gujarat,Rajkot,winter,well,low,black
70,132,116,32.41,55.34,6.98,156.03,chilli,West Bengal,Howrah,winter,well,low,alluvial
92,138,110,33.76,80.01,9.37,239.4,brinjal,Uttar Pradesh,Kanpur,summer,well,medium,mountain
98,24,52,28.91,60.02,5.03,269.71,sugarcane,Maharashtra,Pune,winter,well,low,black
32,113,60,17.3,65.43,7.78,149.9,sugarcane,Andhra Pradesh,Visakhapatnam,winter,groundwater,medium,saline
76,25,21,37.33,63.17,9.2,161.0,groundnut,Andhra Pradesh,Vijayawada,summer,drip,low,mountain
118,24,82,35.71,57.73,8.87,129.92,wheat,Andhra Pradesh,Guntur,monsoon,groundwater,high,mountain
118,133,196,20.54,97.6,5.21,268.48,potato,Karnataka,Bengaluru,summer,rainfed,low,desert
36,92,7,33.28,49.72,6.7,121.04,wheat,Andhra Pradesh,Visakhapatnam,monsoon,drip,low,mountain
50,132,159,31.16,89.65,4.99,297.89,rice,Bihar,Gaya,summer,river,high,mountain
56,66,145,28.79,82.4,8.74,72.34,millet,Bihar,Patna,monsoon,rainfed,high,mountain
94,66,75,20.69,49.77,5.57,80.95,tomato,Andhra Pradesh,Guntur,monsoon,groundwater,low,laterite
101,113,157,15.25,31.79,7.46,158.7,mustard,Rajasthan,Udaipur,winter,groundwater,low,red
122,81,199,27.0,57.17,5.73,263.65,potato,West Bengal,Darjeeling,monsoon,canal,medium,mountain
119,12,95,31.53,84.3,5.58,94.72,rice,Tamil Nadu,Madurai,monsoon,drip,low,desert
138,49,20,23.78,61.74,4.92,299.45,chilli,Bihar,Patna,summer,groundwater,low,peaty
12,44,21,36.27,75.3,8.25,149.15,maize,Rajasthan,Jodhpur,monsoon,canal,low,mountain
105,123,64,37.02,83.16,8.69,52.39,sunflower,Rajasthan,Jodhpur,monsoon,rainfed,medium,saline
107,101,25,37.72,55.49,8.7,117.66,chilli,Maharashtra,Pune,monsoon,groundwater,low,saline
9,93,85,39.01,50.52,8.37,140.37,potato,Andhra Pradesh,Vijayawada,summer,well,high,laterite
93,108,178,29.03,33.48,6.74,170.29,mustard,Andhra Pradesh,Guntur,summer,canal,medium,black
19,49,88,39.49,37.86,8.8,254.16,potato,Uttar Pradesh,Lucknow,monsoon,river,high,saline
109,74,133,36.95,41.86,8.9,94.11,tomato,Punjab,Jalandhar,summer,river,medium,red
10,94,77,38.83,84.75,9.14,188.19,sunflower,Punjab,Jalandhar,summer,canal,medium,desert
117,118,45,26.53,61.48,8.2,143.11,cotton,Uttar Pradesh,Lucknow,winter,well,high,laterite
45,142,194,27.54,54.44,8.31,222.73,millet,Gujarat,Surat,summer,canal,medium,red
9,121,204,27.33,79.05,8.86,58.78,maize,Tamil Nadu,Madurai,monsoon,river,medium,peaty
30,77,194,26.71,86.16,8.62,188.17,soybean,Gujarat,Surat,summer,sprinkler,low,alluvial
15,130,115,39.86,94.6,9.04,235.92,cotton,Bihar,Bhagalpur,summer,sprinkler,high,mountain
108,25,98,16.34,62.43,4.76,165.36,soybean,West Bengal,Kolkata,summer,well,high,black
55,99,31,34.22,52.07,7.05,150.56,brinjal,Maharashtra,Nagpur,winter,well,high,peaty
107,11,112,30.19,66.71,6.06,52.5,groundnut,Bihar,Gaya,monsoon,well,low,black
81,8,89,30.34,79.35,5.29,154.77,wheat,Bihar,Bhagalpur,winter,well,medium,mountain
92,130,193,38.96,33.11,9.15,279.92,groundnut,Karnataka,Mysuru,winter,river,medium,desert
35,28,59,24.24,41.07,8.87,145.81,maize,Gujarat,Ahmedabad,winter,sprinkler,low,black
82,130,59,33.06,60.29,5.41,235.31,mustard,Rajasthan,Jodhpur,winter,drip,low,mountain
13,10,178,22.44,38.96,7.95,174.53,sugarcane,Bihar,Bhagalpur,summer,sprinkler,low,red
95,85,202,27.23,73.21,7.66,223.0,potato,Uttar Pradesh,Kanpur,monsoon,sprinkler,high,peaty
3,15,190,36.1,53.51,6.89,272.93,brinjal,Andhra Pradesh,Guntur,winter,rainfed,high,alluvial
97,143,156,24.41,96.04,6.75,98.06,tomato,Punjab,Ludhiana,winter,rainfed,medium,desert
138,127,197,25.49,88.72,5.5,280.62,chilli,Andhra Pradesh,Visakhapatnam,summer,rainfed,high,desert
39,54,34,18.92,94.53,8.25,93.7,wheat,Tamil Nadu,Coimbatore,winter,rainfed,low,mountain
62,54,110,38.52,37.33,9.05,169.64,soybean,Rajasthan,Jaipur,winter,well,low,mountain
132,92,126,35.71,77.88,8.01,266.07,sugarcane,Gujarat,Rajkot,winter,groundwater,high,mountain
51,20,59,34.32,78.79,7.79,196.84,tomato,Andhra Pradesh,Guntur,summer,river,medium,red
87,32,131,19.72,42.58,9.09,252.15,groundnut,Uttar Pradesh,Kanpur,monsoon,sprinkler,medium,peaty
117,141,138,21.62,40.79,7.63,260.44,onion,West Bengal,Howrah,monsoon,canal,low,alluvial
23,92,44,38.64,60.29,8.67,77.74,cotton,Tamil Nadu,Madurai,monsoon,river,low,saline
